artiste,titre,weight
The Radio Dept.,Too Soon,960459
The Radio Dept.,The Worst Taste In Music,1020215
The Radio Dept.,Where Damage Isn't Already Done,1254900
Alex Turner,Stuck on the Puzzle,6898244
Alex Turner,Piledriver Waltz,4888620
Alex Turner,Hiding Tonight,3495792
Alex Turner,It's Hard to Get Around the Wind,3020928
Alex Turner,Glass in the Park,3125978
Alex Turner,Stuck on the puzzle - intro,1089600
Alex Turner,Stuck on the Puzzle (Intro),804463
Alex Turner,A Choice of Three,37797
Alex Turner,Too Much to Ask,19086
Alex Turner,The Bakery,16421
Miles Kane,Come Closer,1754586
Miles Kane,Rearrange,1296607
Miles Kane,Inhaler,699632
Miles Kane,Don't Forget Who You Are,711662
Miles Kane,Colour Of The Trap,599499
Miles Kane,My Fantasy,460984
Miles Kane,Counting Down The Days,366393
Miles Kane,Quicksand,356474
Miles Kane,Happenstance,324688
Miles Kane,Telepathy,326891
Miles Kane and the Death Ramps,Little Illusion Machine (Wirral Riddler),564899
Miles Kane and the Death Ramps,Little Illusion Machine,1084
Miles Kane and the Death Ramps,Little Illusion Machine (Wirral Ridder),117
Miles Kane and the Death Ramps,Little Illusion Machine (Wirral Rider),13
Miles Kane and the Death Ramps,Little Illusion Machine (Wirral Riddler ),9
Miles Kane and the Death Ramps,Little Illusion Machine (Wirra,46
Miles Kane and the Death Ramps,Miles Kane And The Death Ramps - Little Illusion Machine (Wirral Riddler),13
Miles Kane and the Death Ramps,Little Illusion Machine (Wirral Riddler) (feat. Miles Kane And The Death Ramps),6
Miles Kane and the Death Ramps,Little Illusion Machine (Wirral Riddler) (feat. Alex Turner),17
Miles Kane and the Death Ramps,You And I,5
The Fratellis,Chelsea Dagger,11498825
The Fratellis,Whistle for the Choir,4970662
The Fratellis,Henrietta,4134680
The Fratellis,Flathead,4075851
The Fratellis,For the Girl,2397907
The Fratellis,Baby Fratelli,1907995
The Fratellis,Everybody Knows You Cried Last Night,1534904
The Fratellis,Ole Black 'n' Blue Eyes,1498571
The Fratellis,Doginabag,1265747
The Fratellis,She's Not Gone Yet But She's Leaving,1722658
Catfish and the Bottlemen,Kathleen,4385901
Catfish and the Bottlemen,7,3923021
Catfish and the Bottlemen,Cocoon,3897748
Catfish and the Bottlemen,Longshot,2306102
Catfish and the Bottlemen,Pacifier,2268438
Catfish and the Bottlemen,Homesick,1863244
Catfish and the Bottlemen,Hourglass,1670839
Catfish and the Bottlemen,Soundcheck,1483394
Catfish and the Bottlemen,Fallout,1576440
Catfish and the Bottlemen,Anything,1430718
Mini Mansions,Vertigo,1030610
Mini Mansions,Death Is A Girl,388298
Mini Mansions,Creeps,262438
Mini Mansions,Any Emotions,135767
Mini Mansions,Monk,145314
Mini Mansions,Works Every Time,132452
Mini Mansions,Freakout!,108159
Mini Mansions,Bad Things (That Make You Feel Good),108305
Mini Mansions,Heart Of Stone,86267
Mini Mansions,Fantasy,70982
Alexandra Savior,Can't Help Myself,1999174
Alexandra Savior,Crying All the Time,1218729
Alexandra Savior,Girlie,1158510
Alexandra Savior,The Archer,919225
Alexandra Savior,Cupid,874177
Alexandra Savior,But You,846983
Alexandra Savior,Soft Currents,819188
Alexandra Savior,Howl,590432
Alexandra Savior,Shades,492218
Alexandra Savior,Mirage,545543
Almost Monday,can't slow down,1199526
Almost Monday,cough drops,918690
Almost Monday,sunburn,711965
Almost Monday,jupiter,482556
Almost Monday,only wanna dance,380062
Almost Monday,sun keeps on shining,267527
Almost Monday,parking lot view,369205
Almost Monday,life goes by,221485
Almost Monday,enjoy the ride,170080
Almost Monday,Broken People,256835
Royel Otis,Oysters In My Pocket,4637249
Royel Otis,Linger - SiriusXM Session,3456838
Royel Otis,Sofa King,1596000
Royel Otis,who’s your boyfriend,1170370
Royel Otis,Kool Aid,1260974
Royel Otis,Car,983795
Royel Otis,moody,1049655
Royel Otis,Murder on the Dance Floor - triple j Like a Version,1060850
Royel Otis,say something,684459
Royel Otis,Foam,759557
Little Image,Out of My Mind,240320
Little Image,STRANGE FRIENDS,71738
Little Image,KILL THE GHOST,61519
Little Image,EGO,93380
Little Image,LUNGS BURN,83696
Little Image,NOVOCAINE,62734
Little Image,Bottles,65110
Little Image,THE PRESSURE,53380
Little Image,WORTH IT,52267
Little Image,I Guess I'm Not a Part of Your Dreams,65306
Good Neighbours,Home,3407424
Good Neighbours,Keep It Up,326480
Good Neighbours,Ripple,351843
Good Neighbours,Daisies,206457
Good Neighbours,Starry Eyed,194676
Good Neighbours,Suburbs,150301
Good Neighbours,found u/me,118715
Good Neighbours,Bloom,106174
Good Neighbours,Home - soft version,111499
Good Neighbours,Starry Eyed (with Chelsea Cutler),90862
half•alive,still feel.,4424212
half•alive,The Fall,1970937
half•alive,arrow,1275560
half•alive,RUNAWAY,1106259
half•alive,creature,1182184
half•alive,aawake at night,757992
half•alive,What's Wrong,971012
half•alive,Tip Toes,797096
half•alive,Summerland,858565
half•alive,Maybe,587728
Coin,Talk Too Much,5306193
Coin,Crash My Car,2846101
Coin,Malibu 1992,2110381
Coin,Sagittarius Superstar,742326
Coin,Cemetery,1127480
Coin,Youuu,900754
Coin,Cutie,907842
Coin,Chapstick,1018821
Coin,Run,727672
Coin,Let It All Out (10:05),928534
Dayglow,Can I Call You Tonight?,13360192
Dayglow,Hot Rod,6895221
Dayglow,Close to You,3700057
Dayglow,Listerine,2083680
Dayglow,Run the World!!!,1792437
Dayglow,Fuzzybrain,1256679
Dayglow,False Direction,950723
Dayglow,Medicine,879695
Dayglow,Then It All Goes Away,809569
Dayglow,Something,601096
Rec Hall,She Doesn't Get It,759937
Rec Hall,If You Run,98559
Rec Hall,Delay,81205
Rec Hall,Desire,51357
Rec Hall,How Long,77796
Rec Hall,She Doesn’t Get It,97083
Rec Hall,Bored with My Feet,57382
Rec Hall,Marty,65627
Rec Hall,Paranoia,71867
Rec Hall,Pontiac,88798
Najib Alhoush,Ya Aen Daly (Habibi Funk 015),50851
Najib Alhoush,Ya Aen Daly,35754
Najib Alhoush,Ana Qalbi Ehtar - Habibi Funk 021,137
Najib Alhoush,Ana Qalbi Ehtar,6
Najib Alhoush,Ya Aen Daly (Mixed),11
Najib Alhoush,Law Yom Saalak Had,2
Najib Alhoush,Najib Alhoush,3
Najib Alhoush,Al Aaen Daly,1
Najib Alhoush,07 najib alhoush - ya aen daly,1
Najib Alhoush,Ya Aen Daly (ناجيب الهووسه يا اين دالي),1
Hamid El Shaeri,Hely Meli,27593
Hamid El Shaeri,Ayonha,24542
Hamid El Shaeri,Ouda,9125
Hamid El Shaeri,Reet,3169
Hamid El Shaeri,Maktoub Aleina,2031
Hamid El Shaeri,Oyoun Houriyat,1838
Hamid El Shaeri,Tew'idni Dom,1647
Hamid El Shaeri,Ya Saheb,1537
Hamid El Shaeri,Yekfini Nesma' Sotak,1516
Hamid El Shaeri,Git Ya Sheta,1401
Ahmed Ben Ali,Subhana,56733
Ahmed Ben Ali,Dameek Majeb,17709
Ahmed Ben Ali,Yarait,10183
Ahmed Ben Ali,Yarait - Habibi Funk 022,4778
Ahmed Ben Ali,Aziz w Adda - Habibi Funk 022,2952
Ahmed Ben Ali,Aziz w Adda,3551
Ahmed Ben Ali,Ghali,2999
Ahmed Ben Ali,Jara,2495
Ahmed Ben Ali,Ya Ta'ebha,2938
Ahmed Ben Ali,Ana Middaee,3192
Ahmed Fakroun,Nisyan,96412
Ahmed Fakroun,Soleil Soleil,33581
Ahmed Fakroun,Falah,13672
Ahmed Fakroun,Gelty,12958
Ahmed Fakroun,La ya hob,9860
Ahmed Fakroun,Ya Farhe Beek,15292
Ahmed Fakroun,Sahranin,8052
Ahmed Fakroun,Love words,5643
Ahmed Fakroun,Snini,4344
Ahmed Fakroun,Ya blady,5844
Ibrahim Hesnawi,Never Understand,33502
Ibrahim Hesnawi,Only World,19482
Ibrahim Hesnawi,Tendme,15842
Ibrahim Hesnawi,Watany Al Kabir,13444
Ibrahim Hesnawi,Tendme (Habibi Funk 015),8383
Ibrahim Hesnawi,Enti,5945
Ibrahim Hesnawi,Never Understand - Habibi Funk 024,5466
Ibrahim Hesnawi,Fouhi Ya Nesma,5001
Ibrahim Hesnawi,Tayr Al Salama,3982
Ibrahim Hesnawi,Kesati,3916
Khaled Al Reigh,Zannik,28150
Ouiness,Ma'a Ibnat,56610
Ouiness,Zina,22671
Ouiness,Ma-albnat,2152
Ouiness,Bahebek Mara,281
Ouiness,Quand je vais à st germain,102
Ouiness,Makkar,96
Ouiness,Si je t'écris ce soir,82
Ouiness,Zina (1979 Morocco),56
Ouiness,Tanet sannek,69
Ouiness,Aaz malik,35
Elias Rahbani,Dance of Maria,217831
Elias Rahbani,I Think of You,56194
Elias Rahbani,Sweet Eyes,51337
Elias Rahbani,La danse de Nadia,36935
Elias Rahbani,Hopeless Love,28114
Elias Rahbani,I Love You Lina,19252
Elias Rahbani,Always In My Heart,18722
Elias Rahbani,Let's Dance,13594
Elias Rahbani,The Escape,13901
Elias Rahbani,Take Me With You,10859
Cheb Bakr,Allom,4335
Cheb Bakr,Rjana Lamta,3495
Cheb Bakr,Samh Amea'ad,1095
Cheb Bakr,Samh Almea'ad,65
Cheb Bakr,Khalas inseny,31
Cheb Bakr,Hadrou fi ghiabek,30
Cheb Bakr,Hadrou fi ghiebi,54
Cheb Bakr,L´BAREH,27
Cheb Bakr,Gouli je t'aime,9
Cheb Bakr,Lihoudiya,7
Ahmed Malek,Bossa,318320
Ahmed Malek,Autopsie d'un Complot,242426
Ahmed Malek,Maya,149656
Ahmed Malek,Omar Gatlato,68486
Ahmed Malek,La Côte,57840
Ahmed Malek,Casbah,41438
Ahmed Malek,La Silence des Cendres,49664
Ahmed Malek,Tape 27 Track 5,38029
Ahmed Malek,La Ville,36967
Ahmed Malek,Thème Rythme Léger,33346
"Dream, Ivory",welcome and goodbye,14661729
"Dream, Ivory","Dream, Ivory",3449148
"Dream, Ivory",Blue,855063
"Dream, Ivory",red love,699386
"Dream, Ivory",Sometimes I Wonder,565581
"Dream, Ivory",Onset,337650
"Dream, Ivory",Bite Your Tongue,256933
"Dream, Ivory",Acid,370503
"Dream, Ivory",Scorpion,293517
"Dream, Ivory",as i say,262043
Oscar Lang,She Likes Another Boy,4422572
Oscar Lang,Fall Into U,1433867
Oscar Lang,you.,804260
Oscar Lang,million little reasons,684878
Oscar Lang,Speed Dial,230139
Oscar Lang,Teenage Hurt,250147
Oscar Lang,Liking All Your Posts,123123
Oscar Lang,<restart>,134172
Oscar Lang,walking away (everytime),88090
Oscar Lang,I've Never Been To LA,99832
saturra,Lovergirl,1354095
saturra,lovergirl - instrumental,115856
saturra,lovergirl (instrumental),25045
saturra,lovergirl - sped up,5531
saturra,friends,8139
saturra,i wouldn't mind it,4217
saturra,teenagers dream,1389
saturra,lovergirl (sped up),1936
saturra,CALL ME,958
saturra,make m3 yours,957
Harmless,Swing Lynn,6022175
Harmless,Pier Café,615237
Harmless,Swing Lynn - Slowed Version,517168
Harmless,Cool Kids,249239
Harmless,Pretty Bones,100640
Harmless,Swing Lynn (Slowed Version),181420
Harmless,Lonely Summer,94480
Harmless,Bridges,74286
Harmless,Painfully Obvious,133689
Harmless,If You Could,78596
Salvia Palth,I Was All Over Her,26062683
Salvia Palth,(Dream),18890655
Salvia Palth,Girl,2580579
Salvia Palth,Reprise,2004825
Salvia Palth,(dream) - remaster,1847073
Salvia Palth,"I Don't Know Anyone, I Am",944398
Salvia Palth,Stones Pull Out Heart,717615
Salvia Palth,Melanchole,851233
Salvia Palth,i don't know anyone i am,975231
Salvia Palth,Post-traumatic All-night-long,651930
Cigarettes After Sex,Apocalypse,43786399
Cigarettes After Sex,Sunsetz,26730485
Cigarettes After Sex,K.,27226372
Cigarettes After Sex,Cry,25872125
Cigarettes After Sex,Sweet,21327046
Cigarettes After Sex,Nothing's Gonna Hurt You Baby,15218643
Cigarettes After Sex,Heavenly,15062911
Cigarettes After Sex,Touch,9286151
Cigarettes After Sex,John Wayne,9572919
Cigarettes After Sex,You're All I Want,6902056
Two Door Cinema Club,What You Know,27629904
Two Door Cinema Club,Undercover Martyn,16898994
Two Door Cinema Club,Something Good Can Work,11658083
Two Door Cinema Club,I Can Talk,7624608
Two Door Cinema Club,Cigarettes in the Theatre,5347743
Two Door Cinema Club,Sun,5090639
Two Door Cinema Club,This Is the Life,4135196
Two Door Cinema Club,Come Back Home,4279709
Two Door Cinema Club,"Eat That Up, It's Good for You",3537744
Two Door Cinema Club,Sleep Alone,3175570
Passion Pit,Sleepyhead,15737300
Passion Pit,Take a Walk,6554493
Passion Pit,Little Secrets,6143624
Passion Pit,The Reeling,4534934
Passion Pit,Moth's Wings,3050228
Passion Pit,Carried Away,3017206
Passion Pit,To Kingdom Come,2128715
Passion Pit,Make Light,2110496
Passion Pit,Swimming In The Flood,2030524
Passion Pit,Eyes As Candles,2085950
Atlas Genius,Trojans,2416543
Atlas Genius,If So,774884
Atlas Genius,Back Seat,560939
Atlas Genius,Stockholm,437315
Atlas Genius,Symptoms,345971
Atlas Genius,Molecules - Single Version,206996
Atlas Genius,Electric,188631
Atlas Genius,Centred On You,167453
Atlas Genius,All These Girls,144224
Atlas Genius,Through The Glass,139334
Grouplove,Tongue Tied,17659210
Grouplove,Colours,2826259
Grouplove,Raspberry,2614050
Grouplove,Ways To Go,2141036
Grouplove,Naked Kids,919673
Grouplove,Itchin' On A Photograph,1267685
Grouplove,Lovely Cup,672308
Grouplove,Back In the 90's,1290569
Grouplove,Let Me In,542359
Grouplove,Don't Say Oh Well,381154
Ra Ra Riot,Can You Tell,2200001
Ra Ra Riot,Dying Is Fine,1316349
Ra Ra Riot,Ghost Under Rocks,1235286
Ra Ra Riot,Each Year,962242
Ra Ra Riot,Boy,1005814
Ra Ra Riot,Too Too Too Fast,721724
Ra Ra Riot,Winter '05,585716
Ra Ra Riot,"Oh, La",608871
Ra Ra Riot,Suspended In Gaffa,577656
Ra Ra Riot,Dance With Me,398808
Friendly Fires,Paris,2286998
Friendly Fires,Jump in the Pool,2286526
Friendly Fires,Photobooth,1347624
Friendly Fires,Skeleton Boy,2200326
Friendly Fires,On Board,1107360
Friendly Fires,Strobe,1073262
Friendly Fires,Paris (Aeroplane Remix),942825
Friendly Fires,In the Hospital,1167651
Friendly Fires,Lovesick,1132387
Friendly Fires,White Diamonds,1035843
Autostrad,Rahat Ya Khal,31270
Autostrad,Alber,29298
Autostrad,Istanna Shwai,18348
Autostrad,Safar,14956
Autostrad,Mirsal,13541
Autostrad,Beghyabek,15040
Autostrad,Matrooh,8946
Autostrad,Rodi Sha'ratek,5086
Autostrad,Ihna Inhabasna,6634
Autostrad,Ghareeb,7086
Karim Osama,Nazlet Seman,64783
Karim Osama,Kadaba,55442
Karim Osama,Ymkin Ala Bali,45268
Karim Osama,Routine,10609
Karim Osama,ع الأبيض - 3L Abyad,6450
Karim Osama,توعية - Taw3ya,7240
Karim Osama,لوجي - Lojy,5333
Karim Osama,Top Charts,4939
Karim Osama,Msh Batghayar,7621
Karim Osama,3L Abyad,6575
Siilawy,عشانك,54118
Siilawy,Lama Tkooni,35098
Siilawy,قدام الكل,26783
Siilawy,Shayef Taifek,26842
Siilawy,لا تنسيني,7832
Siilawy,Yama,7143
Siilawy,Elfy,5878
Siilawy,ملاكي,5333
Siilawy,Ashani,4849
Siilawy,لسا معاكي,5521
Nedaa Shrara,Habaytak Bel Thalata,4862
Nedaa Shrara,ومعاك,5267
Nedaa Shrara,Sahrana Ana,1054
Nedaa Shrara,Alhali,793
Nedaa Shrara,Enta Farha,429
Nedaa Shrara,كرامتي غاليه,516
Nedaa Shrara,Baadou Etrak,524
Nedaa Shrara,Habaytak Bel Thalatha,670
Nedaa Shrara,Bas Yo'borni,525
Nedaa Shrara,Ebn el nashama,508
AL SHAMI,Ya Leil W Yal Ein,45892
AL SHAMI,Wein,43941
AL SHAMI,Sabran,33068
AL SHAMI,Doctor,24985
AL SHAMI,Dwali,18979
AL SHAMI,Befdiki,17344
AL SHAMI,Khodni,17245
AL SHAMI,Sametek Sama,18205
AL SHAMI,Leila,9404
AL SHAMI,Keefo,8757
Bigsam,Ountha,17734
Bigsam,لو مرة بس,17351
Bigsam,ما بتهون,16071
Bigsam,بحارب فيها,14741
Bigsam,إنتي السبب,13766
Bigsam,واسي,12427
Bigsam,Haifa,9100
Bigsam,Qooli,11716
Bigsam,Drama,6166
Bigsam,يا قمر,7174
Yazan Haifawi,Wainek Min Zaman,81599
Yazan Haifawi,Aman Aman,11402
Yazan Haifawi,Ya Raitek,5193
Yazan Haifawi,FriendZone,1773
Yazan Haifawi,Majnoon,2268
Yazan Haifawi,Lissa il Tareeg Taweel,2305
Yazan Haifawi,Maktoob 3alaik,2040
Yazan Haifawi,Zay Il Ballon,1014
Yazan Haifawi,Droob Il Wail,889
Yazan Haifawi,Ya Raitek يزن حيفاوي - يا ريتك,109
Hijazi,Youm Wara Youm Remix 2022,20069
Hijazi,Youm Wara Youm - Remix 2022,7601
Hijazi,Enta Omry Remix 2022,5211
Hijazi,Enta Eh,4352
Hijazi,Desert Rose / Enta Omry,3020
Hijazi,Youm Wara Youm (Remix),3720
Hijazi,Desert Rose / aomri,2436
Hijazi,Khayef (Remix),3009
Hijazi,Enta Omry - Remix 2022,1664
Hijazi,Dingi Diingi,1602
Nassif Zeytoun,Takke,25797
Nassif Zeytoun,Bel Ahlam,33223
Nassif Zeytoun,Mich Aam Tezbat Maii,21228
Nassif Zeytoun,Bi Rabbek,13933
Nassif Zeytoun,Ma Fi Leil,17142
Nassif Zeytoun,Majbour,14106
Nassif Zeytoun,Kazdoura,14415
Nassif Zeytoun,Wassellik Khabar,10343
Nassif Zeytoun,Faregouni,10701
Nassif Zeytoun,Adda W Edoud,9452
Tariq Alfaqeh,حصل أن,330
Tariq Alfaqeh,Makani,138
Tariq Alfaqeh,Albal,251
Tariq Alfaqeh,Ma Tesalesh,102
Tariq Alfaqeh,Ya Tale'en - يا طالعين,52
Tariq Alfaqeh,Maktob,59
Tariq Alfaqeh,Ma Tes'alesh / ما تسأليش,40
Tariq Alfaqeh,Hasala Anna,42
Tariq Alfaqeh,Yemken,39
Tariq Alfaqeh,لما بدا يتثنى - مولاي,70
Mind’s Eye,Wasted Affairs,1869092
Mind’s Eye,Handful of Nothing,536995
Mind’s Eye,Shy Eyes,243419
Mind’s Eye,tunnel of love,205569
Mind’s Eye,running to find you,141330
Mind’s Eye,clevergirl,183990
Mind’s Eye,Bite The Bullet,102262
Mind’s Eye,love & prom & shit,78602
Mind’s Eye,lies,72592
Mind’s Eye,MODERN FEAR,89749
21 Savage & Metro Boomin,No Heart,217701
21 Savage & Metro Boomin,X (feat. Future),202784
21 Savage & Metro Boomin,Glock In My Lap,223963
21 Savage & Metro Boomin,Runnin,201327
21 Savage & Metro Boomin,Rich N***a Shit (feat. Young Thug),147419
21 Savage & Metro Boomin,Mr. Right Now (feat. Drake),109817
21 Savage & Metro Boomin,My Choppa Hate N****s,106182
21 Savage & Metro Boomin,Many Men,113684
21 Savage & Metro Boomin,Slidin,93855
21 Savage & Metro Boomin,Run Up the Racks,59313
Migos,Stir Fry,8130791
Migos,Bad and Boujee (feat. Lil Uzi Vert),5516936
Migos,Walk It Talk It,4279318
Migos,MotorSport,3277053
Migos,Need It (feat. YoungBoy Never Broke Again),3881643
Migos,T-Shirt,3427483
Migos,Slippery (feat. Gucci Mane),2752781
Migos,Narcos,2713941
Migos,Fight Night,1565572
Migos,Need It,2464131
Mustard Service,Taking Up Space,756429
Mustard Service,The Dominoes,593399
Mustard Service,(Your Cat) Don’t Stand a Chance,417933
Mustard Service,Get Fucked,447241
Mustard Service,Late Night Drive,272061
Mustard Service,"Oh, Honey Baby",240402
Mustard Service,Pleasantries (With Your Lover),357389
Mustard Service,Big Time,154903
Mustard Service,Homie,187835
Mustard Service,Getting There,200072
machinegum,Atomized,238864
machinegum,Knots,129357
machinegum,Kubes,144275
machinegum,Sugar and Vice,97136
machinegum,E.T.C.,40838
machinegum,Walking Habits,40398
machinegum,Deep Red,39593
machinegum,Act of Contrition,39829
machinegum,128,32450
machinegum,O Please,35412
Hot Flash Heat Wave,Gutter Girl,1682454
Hot Flash Heat Wave,Hesitation,593554
Hot Flash Heat Wave,Glo Ride,250145
Hot Flash Heat Wave,Sky So Blue,257658
Hot Flash Heat Wave,Bathroom Song,167921
Hot Flash Heat Wave,Trust,96986
Hot Flash Heat Wave,Head in the Clouds,94593
Hot Flash Heat Wave,Raindrop,96497
Hot Flash Heat Wave,Dirty Dreamer (XXX),97734
Hot Flash Heat Wave,Vampires,100242
The Red Pears,Daylight/Moonlight,572926
The Red Pears,Flowers,366588
The Red Pears,Forever,188748
The Red Pears,Not in the Cards,171440
The Red Pears,Hello-Sin-Nation,112909
The Red Pears,Away,130127
The Red Pears,Beach Song,87534
The Red Pears,What's the difference?,62744
The Red Pears,The Way You Talk,47280
The Red Pears,Somehow,48508
Sea of Lettuce,Leave You Alone,944845
Sea of Lettuce,Next Year,128294
Sea of Lettuce,Colour in My World,50141
Sea of Lettuce,Over the Moon,46475
Sea of Lettuce,My Mistakes,32179
Sea of Lettuce,Paluja,39411
Sea of Lettuce,Future Endeavours,21826
Sea of Lettuce,Caught in the Sun,21859
Sea of Lettuce,Lazy Together,23077
Sea of Lettuce,Oh My!,17635
The Slaps,Where Were You Where They Were Also,632909
The Slaps,Cheers,292991
The Slaps,Being Around,271475
The Slaps,Hell No,93047
The Slaps,Song for a Friend,77685
The Slaps,Upsetty,54087
The Slaps,I Wanna,74928
The Slaps,Still Dreaming Yesterday,71151
The Slaps,Good Call,47061
The Slaps,Houses,64004
SeptembersRich,5 2 Üh 60 (feat. Yeat),2452908
SeptembersRich,Can't B Me (feat. Yeat),390953
SeptembersRich,Perky Dream,489834
SeptembersRich,Met Tha Devil (feat. Yeat),394706
SeptembersRich,Hello (feat. Yeat),292523
SeptembersRich,Xtra Krazy (feat. Yeat),318801
SeptembersRich,No Clout,138624
SeptembersRich,Duh (feat. Yeat),107184
SeptembersRich,Tesla (feat. YEAT),103358
SeptembersRich,Been Off (feat. YEAT),84535
"Yeat, Lil Uzi Vert",Flawlëss (feat. Lil Uzi Vert),63406
"Yeat, Lil Uzi Vert",Big tonka (feat. Lil Uzi Vert),18042
"Yeat, Lil Uzi Vert",Flawlëss,10665
"Yeat, Lil Uzi Vert",3G (feat. Lil Uzi Vert),6791
"Yeat, Lil Uzi Vert",Big tonka,4535
"Yeat, Lil Uzi Vert",3G,3670
"Yeat, Lil Uzi Vert",Luh skelë,8964
"Yeat, Lil Uzi Vert",Sleep Monëy (feat. Lil Uzi Vert),8500
"Yeat, Lil Uzi Vert",Crashëd dat bitch,7073
"Yeat, Lil Uzi Vert",Kranky,7847
Ian,Magic Johnson,9691680
Ian,3.5,3958707
Ian,Never Stop,2665252
Ian,Figure it Out,3271467
Ian,airbnb,1605531
Ian,Bentayga,1301304
Ian,End Up Gone,1500517
Ian,Grand Slam,1522750
Ian,Knew It,777175
Ian,Chauncey,1079687
Kankan,Wokeup,6729091
Kankan,Goin' To Hell,3986027
Kankan,AP Skelly,1998439
Kankan,see u,1341471
Kankan,fuk tha CLOUT (feat. yeAt),1901972
Kankan,S0what,1392362
Kankan,nun to me,1447647
Kankan,nun to me 2,1302701
Kankan,##RR##EFG,1164532
Kankan,Groupiez,721956
Rich Amiri,One Call,12898588
Rich Amiri,OUTTA THERE,2353790
Rich Amiri,Aint Nothing,2628105
Rich Amiri,ruthless,2142637
Rich Amiri,SAME OLD ME,869751
Rich Amiri,ILLUMINATI,1012068
Rich Amiri,Havoc,905129
Rich Amiri,Codeine Crazy,1178047
Rich Amiri,MADONNA & RIHANNA,1059163
Rich Amiri,I WANT EVERYTHING,716512
BNYX®,GO AGAIN (feat. Superheaven),1235616
BNYX®,TELEPATHY LOVE (feat. Clara La San),372578
BNYX®,SWITCH IT,285043
BNYX®,SMOKING IN THE RAIN (feat. Lil Yachty),167415
BNYX®,EVERYWHERE I GO (REMIND ME) feat. Kid Cudi,97358
BNYX®,PROUD OF ME,93642
BNYX®,"fuëgo (feat. Bizarrap, Yeat, Peso Pluma)",117528
BNYX®,Fallen (feat. Don Toliver),43436
BNYX®,HunchO STEP! (feat. Quavo),48361
BNYX®,INTERSTELLAR (feat. Jahvor),60197
DyE,Fantasy,1284899
DyE,taKe,425742
DyE,feeL,124645
DyE,flyonthewall,83076
DyE,Hole In Ocean,117494
DyE,Nike,75809
DyE,dirt,61407
DyE,supernAtural,45126
DyE,Mattias & Charlotte,40951
DyE,Immortals Only,35250
Blood Orange,Champagne Coast,18594438
Blood Orange,Charcoal Baby,8240485
Blood Orange,You're Not Good Enough,4339992
Blood Orange,I Wanna C U,3135398
Blood Orange,Best to You,3607250
Blood Orange,Chewing Gum,3386286
Blood Orange,Sutphin Boulevard,2362625
Blood Orange,Minetta Creek,2404082
Blood Orange,Uncle Ace,3306906
Blood Orange,Orlando,2233236
No Rome,Narcissist (feat. The 1975),2838678
No Rome,Spinning (with Charli XCX & The 1975),1079805
No Rome,Hurry Home (with beabadoobee & Jay Som),408565
No Rome,Seventeen,307326
No Rome,1:45AM (feat. bearface),347386
No Rome,5 Ways to Bleach Your Hair,193847
No Rome,Do It Again,242845
No Rome,Stoned in the Valley,172580
No Rome,Pink,240194
No Rome,Talk Nice,172961
Minova,I Miss You So,898287
Minova,If You Were Mine,490334
Minova,Stranger,177026
Minova,I Want You,111189
Minova,Where Do I Go,95194
Minova,Tell Me Something,75324
Minova,Teleapàtic,247
Minova,Teleapàtic - Radio Edit,467
Minova,Si em Dius que no,31
Minova,Tot el que importa,68
Morning Silk,Nightlife,307765
Morning Silk,Find Your Place,61756
Morning Silk,Under the Gun,43668
Morning Silk,Which Side Are You On,23821
Morning Silk,So Fun - Remix,10150
Morning Silk,Nothing Feels The Same,11032
Morning Silk,I'm Not Sorry,5765
Morning Silk,8 Hours,4609
Morning Silk,Hotel Phone,5019
Morning Silk,Under The Light,3681
Them & I,I'm Not Them,1928921
Them & I,lover's grip,1020288
Them & I,bathed in grey,704661
Them & I,a tape for what i couldn't say,419470
Them & I,light blue linen,395885
Them & I,Blue Catharsis,333372
Them & I,worship or love,267682
Them & I,Kitchen Flowers,275650
Them & I,One Night,194145
Them & I,Anchor,149439
Henry Morris,He Could Never Love You,452841
Henry Morris,Church Bells,291428
Henry Morris,Paradise,340135
Henry Morris,Taste of Metal,302248
Henry Morris,So Romantic,298513
Henry Morris,Dirty Magazine,272316
Henry Morris,Honey Baby,292703
Henry Morris,Venice Beach,180366
Henry Morris,Drugs and Money,137589
Henry Morris,Sweet N Low,115484
Chezile,Beanie,9461774
Chezile,Run Away,1026366
Chezile,Beanie - Slowed,694322
Chezile,Loveisheroin,461420
Chezile,Blue,283687
Chezile,Still In Love,257763
Chezile,Aleister In Wonderland,186709
Chezile,Alone At Last,228476
Chezile,Wally,182075
Chezile,Delay,122640
Pino,Can't Leave Alone (feat. Avenoir & Maz B),474288
Pino,pendulum,294438
Pino,how it goes,121289
Pino,Perceive,137122
Pino,Knockin',95990
Pino,One Call,84137
Pino,Love This Pain Away,78338
Pino,Under Your Spell,54078
Pino,what u need,52961
Pino,Decisions,75498
Nobu Woods,TWENTY NIGHTS,645821
Nobu Woods,TOO INVOLVED,589887
Nobu Woods,FAVORITE,496396
Nobu Woods,DEPENDS,312025
Nobu Woods,LUCKY ACE,210655
Nobu Woods,COME READY,243733
Nobu Woods,PARTY'S OVER,233719
Nobu Woods,EYE ON YOU,173536
Nobu Woods,BETTERORWORSE,138706
Nobu Woods,SURROUNDINGS,114460
Tona Glover,Honorable Mention,65297
Tona Glover,The After Party,72189
Tona Glover,December,58732
Tona Glover,The Function,40379
Tona Glover,Russian Cream,48931
